CensusTract,State,County,POP2010,LALOWI1_20,LILATracts_Vehicle,TractKids,TractSeniors,TractHUNV,TractSNAP,GEOID,INTPTLAT,INTPTLON,ALAND_miles
48347950900,Texas,Nacogdoches,2678,1978.02,1,824,301,153,321,48347950900,+31.5900890,-094.6418594,2.715790116434
48347951000,Texas,Nacogdoches,4674,928.22,1,851,448,458,376,48347951000,+31.6138483,-094.6244670,7.99212607104
48349970200,Texas,Navarro,5878,1979.04,1,1624,764,188,241,48349970200,+32.1525573,-096.4971197,48.734682860702
48349970500,Texas,Navarro,3995,415.2,1,1021,794,167,394,48349970500,+32.1023396,-096.4799619,1.33084919227
48355000700,Texas,Nueces,4783,3003.58,1,1369,635,237,547,48355000700,+27.8046653,-097.4630069,2.232848715508
48355001000,Texas,Nueces,3452,1372.53,1,999,456,333,532,48355001000,+27.7831896,-097.4137849,0.561205434632
48355001100,Texas,Nueces,1969,665.01,1,524,180,248,369,48355001100,+27.7922800,-097.4138184,0.687169281622
48355001200,Texas,Nueces,4259,2859.5,1,783,695,429,585,48355001200,+27.7817876,-097.4004579,0.851137148472
48355001300,Texas,Nueces,4312,389.15,1,1287,542,139,553,48355001300,+27.7731524,-097.4104328,0.61363770013
48355001601,Texas,Nueces,4738,422.99,0,1264,649,173,410,48355001601,+27.7729632,-097.4306534,0.627624631182
48355001701,Texas,Nueces,6695,2129.94,1,1989,871,285,746,48355001701,+27.7536754,-097.4454050,1.318398947178
48355001902,Texas,Nueces,7930,3059.95,1,2547,575,217,690,48355001902,+27.7209981,-097.4270414,1.727139265744
48355002704,Texas,Nueces,5074,1551.93,1,825,617,161,254,48355002704,+27.6902399,-097.3200278,1.167553529002
48355002900,Texas,Nueces,798,306.45,0,290,3,0,14,48355002900,+27.6896406,-097.2725261,4.588746207906
48355003102,Texas,Nueces,4851,1760.24,1,1307,449,127,261,48355003102,+27.6441566,-097.3256033,5.494411383532
48355003203,Texas,Nueces,5316,645.63,0,1297,489,77,244,48355003203,+27.6937635,-097.3534202,0.987389455456
48355005601,Texas,Nueces,6494,309.33,0,1756,886,177,534,48355005601,+27.8104774,-097.6638322,5.16553896638
48355005602,Texas,Nueces,6342,1860.07,1,2039,771,342,862,48355005602,+27.7851855,-097.6578849,6.182202675476
48355006400,Texas,Nueces,3381,1782.29,1,510,641,652,384,48355006400,+27.7977817,-097.3979576,1.353174382114
48361020200,Texas,Orange,3664,279.12,1,976,586,268,593,48361020200,+30.1097456,-093.7223521,3.469028786194
48361020300,Texas,Orange,2651,849.32,0,591,437,93,275,48361020300,+30.0608654,-093.7685004,16.622858672448
48361020500,Texas,Orange,3132,272.09,0,649,552,57,199,48361020500,+30.0770689,-093.7558991,3.166403969104
48361020700,Texas,Orange,4866,842.33,1,1221,700,201,483,48361020700,+30.1160515,-093.8421981,13.71993379696
48361020800,Texas,Orange,1794,421.26,0,335,401,50,174,48361020800,+30.1109008,-093.7739015,2.107067494764
48361022000,Texas,Orange,3984,1453.83,1,1038,486,107,348,48361022000,+30.0839191,-094.0316339,12.909458980618
48363000600,Texas,Palo Pinto,3188,413.92,0,863,452,178,231,48363000600,+32.8213739,-098.0869202,4.724207391892
48363000700,Texas,Palo Pinto,3272,472.59,0,1010,451,47,97,48363000700,+32.7976992,-098.0765370,3.076071931286
48367140102,Texas,Parker,4702,449.39,1,1088,635,140,303,48367140102,+32.7729749,-097.7854629,4.410843533774
48367140409,Texas,Parker,3442,1839.15,0,1019,276,9,156,48367140409,+32.9135805,-097.6374712,6.244707956052
48369950200,Texas,Parmer,4968,2027.22,0,1552,577,56,200,48369950200,+34.6482770,-102.7510110,354.809632518914
48375012600,Texas,Potter,3255,424.23,0,1196,232,79,329,48375012600,+35.2303944,-101.7858231,0.990412248014
48375014100,Texas,Potter,2684,1331.55,0,868,256,38,185,48375014100,+35.2556727,-101.7687415,4.886079110984
48375014500,Texas,Potter,6184,504.19,0,2148,499,129,462,48375014500,+35.1936409,-101.7792039,3.007430331624
48375014700,Texas,Potter,4934,692.48,1,1150,967,306,404,48375014700,+35.1934619,-101.8402845,1.2829976409
48375014900,Texas,Potter,5901,2880.99,0,2018,425,80,290,48375014900,+35.2169722,-101.7665340,4.592193712664
48375015000,Texas,Potter,6964,2049.01,0,2555,498,109,697,48375015000,+35.2372742,-101.8037988,1.86398269489
48375015300,Texas,Potter,5002,1024.1,1,1615,360,363,723,48375015300,+35.2229529,-101.8758297,1.621677048852
48377950200,Texas,Presidio,5184,3273.0,1,1667,860,131,646,48377950200,+29.6262903,-104.1295422,1231.167167106668
48381020800,Texas,Randall,6623,624.42,0,1904,636,22,386,48381020800,+35.1564761,-101.8559422,1.24018858165
48381021801,Texas,Randall,6236,725.26,0,1523,613,168,283,48381021801,+34.9773201,-101.9345107,3.083975053124
48381021802,Texas,Randall,5426,754.98,1,869,542,165,156,48381021802,+34.9819743,-101.9069029,2.9918121196219998
48385950100,Texas,Real,3309,1457.96,1,660,853,66,133,48385950100,+29.8300967,-099.8125490,699.142799238662
48387950500,Texas,Red River,4907,1151.58,1,1011,1035,173,516,48387950500,+33.6210755,-095.0579801,218.967661999148
48389950200,Texas,Reeves,2392,357.14,1,660,412,178,197,48389950200,+31.4274364,-103.4969798,1.437110640302
48395960500,Texas,Robertson,5662,694.5,1,1664,694,233,665,48395960500,+30.9048083,-096.6160946,64.695061157816
48399950600,Texas,Runnels,4802,895.04,0,1220,914,36,278,48399950600,+31.7765385,-099.8948735,341.727607179906
48401950501,Texas,Rusk,5138,2254.96,0,1336,736,34,204,48401950501,+32.2198247,-094.7136425,117.883362248464
48401950700,Texas,Rusk,5512,329.97,0,951,529,94,229,48401950700,+32.1757646,-094.7935389,6.71517864848
48409010201,Texas,San Patricio,3678,411.46,0,814,612,160,161,48409010201,+27.8942735,-097.1569007,3.2030160912539998
48409010202,Texas,San Patricio,4720,631.05,1,1238,808,158,329,48409010202,+27.9147234,-097.1677305,4.990291515702
48409010500,Texas,San Patricio,1946,945.66,0,540,264,67,141,48409010500,+27.9346715,-097.2899236,5.907900756698
48409011000,Texas,San Patricio,6812,1432.57,1,2028,806,241,431,48409011000,+28.0263476,-097.4921566,11.288822090554
48409011100,Texas,San Patricio,2717,1351.82,0,816,335,41,111,48409011100,+27.9449750,-097.5859209,3.502358655242
48419950400,Texas,Shelby,6003,803.09,1,1693,827,233,543,48419950400,+31.7904052,-094.1752344,15.48142185493
48423000100,Texas,Smith,6102,1321.42,0,2075,543,119,434,48423000100,+32.3549728,-095.3343846,2.587381085478
48423000300,Texas,Smith,6076,877.79,0,2141,402,73,396,48423000300,+32.3783642,-095.2866974,3.672577513472
48423000700,Texas,Smith,4312,1759.93,1,1194,867,388,569,48423000700,+32.3229329,-095.3312483,3.162541018594
48423000800,Texas,Smith,5852,524.15,1,1596,526,138,408,48423000800,+32.3360119,-095.3051896,1.32425457011
48423000900,Texas,Smith,4710,583.16,1,1075,624,215,244,48423000900,+32.3394419,-095.2801584,1.549624624122
48423001604,Texas,Smith,6196,2836.28,1,1602,817,112,303,48423001604,+32.3325368,-095.4307118,16.674770858552
48427950101,Texas,Starr,1268,617.01,1,299,246,19,64,48427950101,+26.6508570,-098.6058228,521.515941317484
48427950106,Texas,Starr,3407,2579.02,1,1204,328,102,389,48427950106,+26.3412724,-098.7597718,4.420128900772
48427950107,Texas,Starr,4045,2903.88,0,1520,294,79,569,48427950107,+26.3508693,-098.7862860,3.635549173366
48427950203,Texas,Starr,3886,2685.92,0,1405,346,64,488,48427950203,+26.4137678,-098.9888554,1.379753257692
48427950204,Texas,Starr,5162,4162.69,1,1870,477,135,801,48427950204,+26.4497330,-098.9611950,25.151251077736
48427950600,Texas,Starr,6685,2982.33,1,2248,767,251,667,48427950600,+26.3761356,-098.8331204,5.449122005034
48427950702,Texas,Starr,3440,866.15,0,1107,473,80,341,48427950702,+26.4149751,-099.0024953,2.413215878706
48429950300,Texas,Stephens,2342,1074.58,1,665,370,98,242,48429950300,+32.7419601,-098.8723799,14.700534807052
48431950100,Texas,Sterling,1143,540.06,1,279,187,14,23,48431950100,+31.8357739,-101.0549111,923.45523261361
48439100501,Texas,Tarrant,9707,3329.68,1,3559,755,373,831,48439100501,+32.8116044,-097.3849080,2.601659137438
48439100502,Texas,Tarrant,7491,546.49,1,2430,685,178,598,48439100502,+32.7930807,-097.3862528,1.4936491005699999
48439100700,Texas,Tarrant,4847,1489.24,1,1452,577,157,305,48439100700,+32.7690381,-097.3864803,1.78024682364
48439101302,Texas,Tarrant,2801,1291.95,0,744,339,17,276,48439101302,+32.7262379,-097.2145929,1.654842052346
48439101500,Texas,Tarrant,4328,775.6,1,1213,397,165,335,48439101500,+32.7461281,-097.2764165,1.559903045464
48439101700,Texas,Tarrant,2620,1143.1,1,939,122,191,398,48439101700,+32.7547953,-097.3132291,1.208231691314
48439102302,Texas,Tarrant,5551,287.26,0,1674,401,46,361,48439102302,+32.7044627,-097.4467215,1.320805134842
48439103500,Texas,Tarrant,5851,702.05,1,1970,334,223,431,48439103500,+32.7330490,-097.2817878,1.491725154304
48439103601,Texas,Tarrant,2800,1131.58,1,1089,196,209,442,48439103601,+32.7261058,-097.2474764,0.78887395385
48439103602,Texas,Tarrant,2105,975.22,1,545,373,97,183,48439103602,+32.7262157,-097.2311902,0.556286495152
48439103800,Texas,Tarrant,3559,1441.42,1,1365,352,179,452,48439103800,+32.7213070,-097.3023796,1.123248710604
48439104602,Texas,Tarrant,4751,1919.02,1,1717,290,108,564,48439104602,+32.6991526,-097.2726468,0.907369815956
48439104605,Texas,Tarrant,4131,398.51,1,1139,614,196,413,48439104605,+32.6956316,-097.2933408,1.75304400723
48439104900,Texas,Tarrant,2711,937.44,0,934,237,30,191,48439104900,+32.8023517,-097.2978904,0.944008965246
48439105006,Texas,Tarrant,870,443.67,0,283,66,9,47,48439105006,+32.8178655,-097.3190000,6.133809423
48439105510,Texas,Tarrant,7660,2589.67,1,2121,767,256,587,48439105510,+32.6358837,-097.4032769,1.48831510144
48439106001,Texas,Tarrant,7483,1812.06,1,2188,808,169,329,48439106001,+32.6456865,-097.3323368,1.991462378332
48439106002,Texas,Tarrant,3463,1474.14,0,1014,532,67,268,48439106002,+32.6480468,-097.2978643,5.416462022956
48439106004,Texas,Tarrant,5273,2150.61,0,1927,274,104,373,48439106004,+32.6199267,-097.2780662,8.290707241884
48439106101,Texas,Tarrant,1629,965.52,0,488,249,11,68,48439106101,+32.6910481,-097.2507308,1.406225569118
48439106102,Texas,Tarrant,3671,2585.78,1,1190,488,223,502,48439106102,+32.6766089,-097.2510439,1.116325515642
48439106201,Texas,Tarrant,3467,284.03,0,949,552,72,416,48439106201,+32.7080074,-097.2586626,0.59514727535
48439106202,Texas,Tarrant,4399,1687.36,1,1485,592,210,713,48439106202,+32.7070413,-097.2463891,1.200715829782
48439106300,Texas,Tarrant,3001,1817.13,1,982,330,173,410,48439106300,+32.7154666,-097.2384623,0.99510261511
48439106400,Texas,Tarrant,2154,1326.46,0,611,223,54,174,48439106400,+32.6937042,-097.2342617,2.239925579066
48439106503,Texas,Tarrant,5065,319.76,1,1333,636,270,405,48439106503,+32.7524651,-097.2083283,1.082392169168
48439106511,Texas,Tarrant,6634,1028.27,1,1889,394,175,711,48439106511,+32.7695740,-097.1918423,3.393965151966
48439106512,Texas,Tarrant,4423,1493.6,1,1154,344,486,562,48439106512,+32.7525319,-097.1905288,0.910237781612
48439106513,Texas,Tarrant,2935,1092.49,0,861,230,8,115,48439106513,+32.7370133,-097.1904767,1.04838662162
48439106514,Texas,Tarrant,4943,420.79,0,1282,220,188,417,48439106514,+32.7509863,-097.1746810,1.697464238228
48439106515,Texas,Tarrant,3824,718.8,1,935,363,205,416,48439106515,+32.7720688,-097.2279449,1.033505864438
48439106516,Texas,Tarrant,5327,573.19,1,1528,187,471,712,48439106516,+32.7654344,-097.2219020,0.69349131577
48439106517,Texas,Tarrant,7387,2483.45,0,2071,267,46,340,48439106517,+32.8160424,-097.0975651,3.849274391058
48439110401,Texas,Tarrant,4657,295.25,0,1048,716,52,121,48439110401,+32.8122922,-097.4342858,2.199717302888
48439110402,Texas,Tarrant,4686,1732.49,0,1469,517,78,335,48439110402,+32.8027441,-097.4020454,1.243415236064
48439110701,Texas,Tarrant,6855,990.78,1,1900,774,161,364,48439110701,+32.7662583,-097.4641792,1.941312361756
48439110703,Texas,Tarrant,4726,1105.95,0,1272,513,87,290,48439110703,+32.7480838,-097.4703140,1.272761304676
48439110704,Texas,Tarrant,4535,1729.15,0,1095,801,73,350,48439110704,+32.7476494,-097.4503885,1.981422568026
48439111005,Texas,Tarrant,9204,393.8,0,3280,507,272,740,48439111005,+32.6239640,-097.3384442,2.884808583546
48439111103,Texas,Tarrant,3968,693.67,0,1393,315,9,309,48439111103,+32.6685457,-097.2586112,1.063606376358
48439111202,Texas,Tarrant,6095,3247.21,0,1977,548,70,420,48439111202,+32.6305482,-097.2829368,1.559597638782
48439111522,Texas,Tarrant,7592,380.77,0,2418,668,55,662,48439111522,+32.6989216,-097.0891636,1.003348981626
48439111523,Texas,Tarrant,8743,4545.13,1,2980,424,185,663,48439111523,+32.6847201,-097.0772743,1.8371513086039999
48439111524,Texas,Tarrant,7886,377.35,0,2417,499,108,270,48439111524,+32.6982392,-097.1107856,1.524269691884
48439111525,Texas,Tarrant,6428,1658.68,1,1872,606,119,457,48439111525,+32.6833910,-097.1086153,2.085328793858
48439111536,Texas,Tarrant,3327,148.39,0,964,98,71,189,48439111536,+32.6987763,-097.0495650,1.553543945524
48439113002,Texas,Tarrant,6606,2892.39,1,2150,398,188,397,48439113002,+32.7430150,-097.0492068,4.243769476334
48439113114,Texas,Tarrant,3899,532.92,0,687,206,70,318,48439113114,+32.8001050,-097.0830320,4.34213784118
48439113116,Texas,Tarrant,3783,481.8,1,792,91,294,248,48439113116,+32.7798847,-097.0650194,0.337183262702
48439113216,Texas,Tarrant,5299,523.42,1,1199,689,247,276,48439113216,+32.8537437,-097.2277052,1.218210111402
48439113220,Texas,Tarrant,6271,923.48,1,1577,474,270,291,48439113220,+32.8408165,-097.2044908,1.122200443674
48439113302,Texas,Tarrant,4060,816.88,0,968,649,76,267,48439113302,+32.8038813,-097.2306965,1.348031503474
48439113408,Texas,Tarrant,5424,979.14,0,1363,728,46,140,48439113408,+32.8153261,-097.1761869,1.423112512292
48439113513,Texas,Tarrant,5381,1635.36,0,1237,477,69,189,48439113513,+32.8292289,-097.0787219,0.983946583922
48439113514,Texas,Tarrant,5020,794.07,1,1399,389,274,334,48439113514,+32.8313360,-097.0919384,0.846657593068
48439113619,Texas,Tarrant,4677,1108.14,1,1194,354,141,458,48439113619,+32.8176511,-097.1456453,0.626025396698
48439113631,Texas,Tarrant,6464,2795.84,0,1692,358,44,236,48439113631,+32.9116818,-097.1057528,1.111119316274
48439113705,Texas,Tarrant,5597,1167.92,0,1429,595,102,94,48439113705,+32.9290760,-097.0901354,4.950660462014
48439114205,Texas,Tarrant,3106,1050.69,0,672,568,69,211,48439114205,+32.8710850,-097.5293563,2.917069336156
48439122300,Texas,Tarrant,4112,533.6,1,282,184,344,65,48439122300,+32.7329718,-097.1098455,0.905842396444
48439122400,Texas,Tarrant,5760,1015.72,1,937,353,154,272,48439122400,+32.7263739,-097.1175589,1.28840886043
48439123100,Texas,Tarrant,3012,2380.75,1,867,318,137,399,48439123100,+32.7385946,-097.3087015,1.527609474184
48439123400,Texas,Tarrant,2025,830.03,1,284,368,296,193,48439123400,+32.7353682,-097.3379440,0.698749252806
48439123500,Texas,Tarrant,3048,1974.51,1,965,306,112,279,48439123500,+32.7253306,-097.3172389,0.928913921454
48439123600,Texas,Tarrant,2598,920.81,1,667,142,179,258,48439123600,+32.7301748,-097.3283055,0.965837241816
48441010300,Texas,Taylor,2318,1168.83,0,733,257,28,220,48441010300,+32.4835952,-099.7525543,1.147614449518
48441010500,Texas,Taylor,3409,442.21,1,979,487,97,197,48441010500,+32.4744604,-099.7668545,0.588831804936
48441010900,Texas,Taylor,5797,1055.79,1,1221,904,245,481,48441010900,+32.4480121,-099.7031198,3.837369708092
48441011300,Texas,Taylor,4014,500.98,1,1184,550,160,290,48441011300,+32.4566337,-099.7715400,1.061738800984
48441011900,Texas,Taylor,2307,1042.41,1,700,214,160,281,48441011900,+32.4371414,-099.7348015,0.705283643054
48441012100,Texas,Taylor,468,433.78,0,11,54,0,0,48441012100,+32.4195411,-099.7167529,0.502243798212
48441012200,Texas,Taylor,2229,1149.47,0,568,260,40,137,48441012200,+32.4068575,-099.7326430,3.083530649722
48441012300,Texas,Taylor,4482,530.52,0,1056,434,30,187,48441012300,+32.4241912,-099.7508215,1.05994265448
48441012900,Texas,Taylor,2242,1169.64,0,985,5,0,45,48441012900,+32.4197484,-099.8201917,1.238233361122
48441013100,Texas,Taylor,6373,4036.31,0,1940,466,66,683,48441013100,+32.4566860,-099.8140366,7.538426877288
48443950100,Texas,Terrell,984,378.1,1,218,205,57,5,48443950100,+30.2323427,-102.0725126,2358.005425147346
48445950300,Texas,Terry,2619,1114.75,0,500,249,46,245,48445950300,+33.1772301,-102.2901075,6.151736911064
48445950400,Texas,Terry,7522,862.39,1,2078,1238,143,412,48445950400,+33.1697045,-102.2447331,16.521314618652
48447950300,Texas,Throckmorton,1641,329.76,1,366,403,15,51,48447950300,+33.1706954,-099.2057960,912.551860010676
48449950600,Texas,Titus,4516,403.28,1,1472,457,231,313,48449950600,+33.1661945,-094.9827862,2.100775576572
48451000200,Texas,Tom Green,4447,1886.55,1,1226,557,129,279,48451000200,+31.5104508,-100.4501576,3.744568934086
48451000300,Texas,Tom Green,5309,2076.6,1,1598,711,129,442,48451000300,+31.5010690,-100.4052110,13.216814705514
48451000400,Texas,Tom Green,5897,497.66,1,1515,918,134,586,48451000400,+31.4816199,-100.4430913,1.688036399592
48451000700,Texas,Tom Green,4228,384.04,1,1225,417,176,404,48451000700,+31.4626474,-100.4048466,3.316348997416
48451000802,Texas,Tom Green,4250,2088.0,0,1328,423,95,352,48451000802,+31.4466909,-100.3980102,1.65935249591
48451001200,Texas,Tom Green,7418,2630.04,1,2074,920,141,491,48451001200,+31.4688962,-100.4763175,1.946122806574
48451001400,Texas,Tom Green,5034,2237.89,1,1081,676,186,363,48451001400,+31.4259943,-100.4441259,3.259190843438
48451001500,Texas,Tom Green,2249,1496.38,0,117,0,0,0,48451001500,+31.4318307,-100.4045385,1.777469205852
48453000305,Texas,Travis,3223,308.72,0,247,118,112,102,48453000305,+30.3148733,-097.7263080,0.571052193938
48453000601,Texas,Travis,9207,501.05,0,76,2,41,12,48453000601,+30.2874117,-097.7380441,0.429882877984
48453000804,Texas,Travis,2295,220.81,1,604,185,287,444,48453000804,+30.2700914,-097.7219450,0.404488563342
48453000901,Texas,Travis,2027,254.88,0,320,130,78,84,48453000901,+30.2655681,-097.7237400,0.334802171668
48453001000,Texas,Travis,3656,529.72,1,597,586,339,230,48453001000,+30.2528309,-097.7258285,0.765087754038
48453001804,Texas,Travis,6362,756.29,1,1666,328,267,618,48453001804,+30.3419384,-097.7073266,0.846968019076
48453001813,Texas,Travis,5853,384.04,1,1941,294,121,573,48453001813,+30.3451341,-097.6875190,1.36798641314
48453001821,Texas,Travis,5204,1106.19,1,1458,391,131,457,48453001821,+30.3809804,-097.7086052,1.029702373636
48453001832,Texas,Travis,2509,438.25,0,515,314,22,210,48453001832,+30.3801479,-097.6688196,0.579694315004
48453001833,Texas,Travis,7089,1883.33,1,1972,797,149,752,48453001833,+30.3640039,-097.6764974,1.25499559335
48453001835,Texas,Travis,5000,1576.72,0,1518,170,0,277,48453001835,+30.3867988,-097.6614863,0.997409188458
48453001844,Texas,Travis,3668,1145.42,0,694,286,87,144,48453001844,+30.3959497,-097.7013613,0.392951835582
48453001857,Texas,Travis,5623,1374.26,1,1549,323,157,264,48453001857,+30.4627453,-097.6552817,2.761150923802
48453001860,Texas,Travis,3859,1175.2,1,1072,334,169,227,48453001860,+30.4529445,-097.6463726,0.754380373374
48453001863,Texas,Travis,3401,565.91,1,667,69,158,321,48453001863,+30.4324869,-097.6766198,0.58855844472
48453002108,Texas,Travis,3143,305.47,0,818,334,205,394,48453002108,+30.2973104,-097.6691264,1.26914430114
48453002109,Texas,Travis,3830,669.54,1,773,690,232,287,48453002109,+30.2815075,-097.6905767,1.08008752633
48453002110,Texas,Travis,4222,1480.02,1,1344,341,163,440,48453002110,+30.2741424,-097.6774623,1.367440464912
48453002111,Texas,Travis,4747,851.21,1,1564,359,236,450,48453002111,+30.2571318,-097.6854100,2.513860314842
48453002202,Texas,Travis,8039,4001.76,1,3173,278,272,1054,48453002202,+30.3166470,-097.6303164,4.926795111292
48453002207,Texas,Travis,8379,3524.78,1,3020,305,215,345,48453002207,+30.2374925,-097.5821661,25.958302713746
48453002208,Texas,Travis,7525,3012.13,0,2326,291,45,619,48453002208,+30.2762160,-097.6536436,4.966558984068
48453002211,Texas,Travis,2220,427.84,0,736,82,44,121,48453002211,+30.2742983,-097.6192558,2.625262711004
48453002307,Texas,Travis,5270,527.64,1,1092,241,252,464,48453002307,+30.2231020,-097.7409680,0.818767128996
48453002310,Texas,Travis,3242,2373.01,0,1239,197,66,320,48453002310,+30.2423539,-097.6592003,6.898080571308
48453002313,Texas,Travis,4311,476.49,1,1022,110,250,466,48453002313,+30.2201792,-097.7260192,0.939111261376
48453002319,Texas,Travis,1945,1667.14,0,27,8,0,0,48453002319,+30.1998953,-097.6440299,0.214378888378
48453002411,Texas,Travis,6161,2406.54,1,2264,221,124,511,48453002411,+30.2052826,-097.7489269,1.529773961996
48453002412,Texas,Travis,5782,623.38,0,2076,258,27,356,48453002412,+30.1894024,-097.7514897,0.536134673466
48453002413,Texas,Travis,4455,3511.61,0,1724,114,117,533,48453002413,+30.1971059,-097.7402780,0.519955455258
48453002423,Texas,Travis,5383,1693.24,0,1268,317,80,332,48453002423,+30.1797327,-097.8062117,1.01201774373
48453002427,Texas,Travis,7995,510.97,0,2697,320,119,468,48453002427,+30.1806749,-097.7634259,1.306614341934
48453002430,Texas,Travis,3422,1115.16,0,1196,177,18,267,48453002430,+30.1717158,-097.7550103,0.847075355432
48455950500,Texas,Trinity,2275,445.65,1,616,342,159,130,48455950500,+30.9512487,-095.3839288,3.189253099362
48463950100,Texas,Uvalde,3257,229.39,1,789,682,73,179,48463950100,+29.4380367,-099.5286644,423.06924718654
48463950200,Texas,Uvalde,7740,240.72,1,2134,1093,118,481,48463950200,+29.2986949,-099.8214201,1118.123369102942
48463950400,Texas,Uvalde,3014,267.34,0,881,410,60,223,48463950400,+29.2225717,-099.7755996,2.141630959702
48463950500,Texas,Uvalde,5875,1632.88,1,1894,794,225,529,48463950500,+29.1902410,-099.7868978,5.399625659144
48465950302,Texas,Val Verde,4036,1481.49,1,1277,478,107,261,48465950302,+29.3634330,-100.9287735,2.405584958778
48465950500,Texas,Val Verde,7472,3952.33,0,2091,355,55,460,48465950500,+29.3471678,-100.7882384,103.992192214504
48465950601,Texas,Val Verde,4101,1906.1,0,1436,510,34,319,48465950601,+29.3648168,-100.8735909,0.822027760386
48465950700,Texas,Val Verde,6354,679.88,1,1802,1126,282,619,48465950700,+29.3445675,-100.9123664,6.538124626544
48467950500,Texas,Van Zandt,4493,776.31,0,1227,736,97,326,48467950500,+32.7081640,-096.0016943,13.129877662582
48469000100,Texas,Victoria,2215,753.51,1,508,214,125,126,48469000100,+28.7966232,-097.0048143,0.648455606286
48469000301,Texas,Victoria,2002,1087.86,1,623,306,109,227,48469000301,+28.7729293,-096.9983374,4.286370040504
48469000302,Texas,Victoria,2365,1078.67,0,739,249,34,258,48469000302,+28.7806152,-096.9789601,1.319597407786
48471790500,Texas,Walker,7950,1629.14,0,1120,707,105,301,48471790500,+30.7317323,-095.5645559,2.723908683188
48471790600,Texas,Walker,4901,1888.74,1,1055,292,146,296,48471790600,+30.7332390,-095.5389335,2.346164633182
48471790700,Texas,Walker,7363,670.41,1,1167,257,198,398,48471790700,+30.6988980,-095.5362685,2.721081258242
48473680500,Texas,Waller,9261,1477.51,1,2461,1140,269,723,48473680500,+30.0930296,-096.0722182,150.36051846573
48479001101,Texas,Webb,3883,2233.9,1,1234,333,105,360,48479001101,+27.5271403,-099.4718907,0.482383869638
48479001103,Texas,Webb,1770,388.89,0,611,117,37,114,48479001103,+27.5203409,-099.4654479,0.160452022038
48479001104,Texas,Webb,3153,1150.48,0,941,448,60,373,48479001104,+27.5202551,-099.4741228,0.372384954246
48479001402,Texas,Webb,3425,823.34,0,1228,300,50,341,48479001402,+27.5362985,-099.5181708,0.344525378334
48479001601,Texas,Webb,4025,792.9,0,1161,413,50,241,48479001601,+27.5418581,-099.4763547,1.088299529768
48479001716,Texas,Webb,6221,3500.63,0,2120,321,19,288,48479001716,+27.5860805,-099.5232715,0.600275482114
48479001717,Texas,Webb,3714,1929.1,0,1365,172,32,340,48479001717,+27.5545939,-099.5142703,2.705649919608
48479001806,Texas,Webb,4549,524.48,0,2148,87,0,574,48479001806,+27.4568489,-099.4662132,2.653660513104
48479001807,Texas,Webb,8433,2331.86,0,3405,366,68,828,48479001807,+27.4342653,-099.4837446,2.186848523228
48479001808,Texas,Webb,7117,918.73,1,3013,298,199,811,48479001808,+27.4485917,-099.4651216,0.595036850178
48479001809,Texas,Webb,6425,3206.19,0,2972,178,45,705,48479001809,+27.4308116,-099.4644636,4.278439119322
48479001810,Texas,Webb,4677,2564.08,0,1939,119,22,525,48479001810,+27.4654156,-099.4018495,13.818239999384
48479001812,Texas,Webb,8059,1816.95,0,3395,265,71,556,48479001812,+27.4772273,-099.4510614,1.353037315904
48479001816,Texas,Webb,4689,1073.17,0,1904,186,0,245,48479001816,+27.5375797,-099.3794643,20.647055802402
48479001818,Texas,Webb,3284,2958.89,1,1341,154,122,431,48479001818,+27.2988412,-099.4752678,22.502074367158
48481740200,Texas,Wharton,1565,184.59,0,426,242,38,205,48481740200,+29.3521007,-096.0976277,11.034903654662
48485010400,Texas,Wichita,2392,1592.28,1,770,363,137,470,48485010400,+33.9210776,-098.4764193,1.74371771342
48485010800,Texas,Wichita,2606,772.68,0,752,193,92,213,48485010800,+33.8947558,-098.5201818,0.53937291094
48485011200,Texas,Wichita,2116,1230.47,0,584,322,118,309,48485011200,+33.9900666,-098.4655136,33.119328785706
48485011400,Texas,Wichita,2406,1670.39,0,723,225,78,245,48485011400,+33.8941656,-098.4645720,2.32125873757
48485012700,Texas,Wichita,2567,602.21,0,615,345,38,171,48485012700,+33.8896796,-098.5347300,0.766946835168
48485013000,Texas,Wichita,2393,530.64,0,627,297,58,229,48485013000,+33.9346530,-098.5344079,1.28078913746
48485013501,Texas,Wichita,5595,364.57,0,1471,838,56,348,48485013501,+34.0925009,-098.5765672,3.51289499272
48487950500,Texas,Wilbarger,2955,472.54,0,679,550,303,317,48487950500,+34.1603454,-099.3434256,13.213986122262
48487950700,Texas,Wilbarger,2737,1053.47,0,868,310,35,195,48487950700,+34.1379364,-099.2549810,13.017794954696
48489950300,Texas,Willacy,5320,562.24,0,1780,630,119,681,48489950300,+26.4850522,-097.8235686,25.804645700806
48489950400,Texas,Willacy,8299,2943.42,1,1503,817,211,526,48489950400,+26.4857271,-097.7274534,36.986429506104
48489950500,Texas,Willacy,3406,1644.14,0,1062,411,58,306,48489950500,+26.4046271,-097.7275193,76.70420286161
48491020114,Texas,Williamson,4935,1183.56,1,1471,600,161,132,48491020114,+30.6648385,-097.6828852,1.765236336186
48491020321,Texas,Williamson,1755,553.88,0,463,158,20,62,48491020321,+30.5499237,-097.8473085,0.622466308462
48491020325,Texas,Williamson,2944,1191.76,0,1030,165,103,191,48491020325,+30.5372063,-097.8425722,0.531469016898
